,Title,Author,Author Average Rating,Author Votes,Author Review Count,Distinct Works,Year,Rating,Raters,Genres,worth_reading
1437,The Boy and the Peddler of Death (The Tale of Onora #1),Dylan Saccoccio,1.62,773,146,11,2014,1.54,587,"Fantasy,Fantasy,Novels",no
1438,The Searing,John Coyne,3.6,"3,852",392,47,1981,2.88,138,"Horror,Fiction,Science Fiction,Science Fiction Fantasy,Science Fiction",no
1439,The Aryan Christ: The Secret Life of Carl Jung,Richard Noll,3.62,243,40,11,1998,3.5,101,"Psychology,History,Biography",no
1440,Barbary Shore,Norman Mailer,3.81,"82,275","5,927",198,1997,2.87,535,"Fiction,Novels,Literature,Literature,New York,Literary Fiction,Anthologies,American",no
1441,The Cleveland Heights LGBTQ Sci-Fi and Fantasy Role Playing Club,Doug Henderson,3.53,622,128,9,2021,3.06,204,"LGBT,Fantasy,Fiction,Contemporary,Adult,Humor,LGBT,Realistic Fiction,Games",no
1442,Mrs. God,Peter Straub,4.02,"466,352","21,219",220,1991,2.48,917,"Horror,Fiction,Fantasy,Gothic,Mystery,Thriller,Adult Fiction,Contemporary,Novella,Fantasy",no
1443,Pixu: The Mark of Evil,Gabriel Bá,3.95,"159,619","13,792",130,2009,2.8,519,"Sequential Art,Sequential Art,Horror,Graphic Novels Comics,Sequential Art,Fiction,Comics,Fantasy",no
1444,"Hawk & Dove, Volume 1: First Strikes",Rob Liefeld,3.9,"59,021","2,750",439,2012,2.84,462,"Sequential Art,Sequential Art,Superheroes,Comics,Graphic Novels Comics,Comics",no
1445,Castle of Lies,Kiersi Burkhart,3.52,984,288,7,2019,2.72,285,"Fantasy,Young Adult,LGBT,Fantasy,Young Adult,Fantasy,Science Fiction Fantasy,Polyamory,LGBT,Romance",no
1446,A Midsummer Night's Scream,R.L. Stine,3.7,"959,456","56,710","1,156",2013,2.83,2154,"Horror,Young Adult,Mystery,Thriller,Fantasy,Retellings,Young Adult,Fiction,Romance,Audiobook",no
1447,Aliens vs. Predator vs. the Terminator,Mark Schultz,3.94,"23,976","1,974",235,2001,2.94,141,"Sequential Art,Sequential Art,Science Fiction,Comics,Horror,Action,Science Fiction",no
1448,Traffic,John Ruskin,3.77,"8,484",772,753,2015,2.88,680,"Classics,Nonfiction,Art,Writing,Literature,Short Stories,European Literature,Philosophy,Politics,Historical",no
1449,"Life After Death (The Coldest Winter Ever, #2)",Sister Souljah,4.29,"62,341","5,370",12,2021,2.53,2448,"Fiction,Audiobook,Contemporary,Urban,Womens Fiction,Adult Fiction",no
1450,Nothing But Blackened Teeth,Cassandra Khaw,3.17,"40,875","9,436",112,2021,2.74,24111,"Horror,Fiction,Novella,Fantasy,Adult,Fantasy,Audiobook,Paranormal,Short Stories,Cultural",no
1451,"Devour (Institut Scientifique, #1)",Melina Morel,2.97,269,44,3,2007,2.84,129,"Romance,Paranormal,Fantasy,Shapeshifters,Fantasy,Romance,Fiction,Fantasy,Fantasy",no
1452,After Alice,Gregory Maguire,3.54,"925,141","51,653",95,2015,2.81,11447,"Fantasy,Fiction,Retellings,Historical,Audiobook,Adult,Fantasy,Adult Fiction,Young Adult,Adventure",no
1453,Four Beasts in One: The Homo-Cameleopard,Edgar Allan Poe,4.15,"1,539,982","51,512","5,482",1836,2.51,378,"Short Stories,Classics,Fiction,Humor,Horror,Historical,Literature,Literature",no
1454,"The Longest Line on the Map: The United States, the Pan-American Highway, and the Quest to Link the Americas",Eric Rutkow,3.93,"1,104",189,2,2019,2.97,185,"History,Nonfiction,Travel,Politics,Science,North American Hi...,Audiobook,History,Cartography",no
1455,"Controller (Warmer, #3)",Jesse Kellerman,3.57,"37,973","4,159",20,2018,2.73,1124,"Short Stories,Fiction,Science Fiction,Science Fiction,Audiobook,Science Fiction,Environment,The United States Of America,Novella,Environment",no
1456,Stop Feedin' da Boids!,James Sage,3.38,631,183,23,2017,2.89,237,"Childrens,Animals,Childrens,Animals,Fiction,Humor,Food and Drink,Childrens,Childrens",no
1457,Even If We Break,Marieke Nijkamp,3.65,"132,036","18,639",34,2020,2.94,4375,"Young Adult,Mystery,Thriller,Horror,LGBT,Thriller,Contemporary,LGBT,Fiction,Suspense",no
1458,Marville Volume 1 TPB,Bill Jemas,3.8,"2,368",207,60,2003,1.51,41,"Sequential Art,Superheroes,Sequential Art",no
1459,Freewill,Chris    Lynch,3.47,"13,210","3,194",64,2004,2.85,563,"Young Adult,Mystery,Fiction,Realistic Fiction,Young Adult,Health,Contemporary,Magical Realism,Young Adult,Thriller",no
1460,"Godin, held",Gustaaf Peek,2.93,"1,107",169,12,2014,2.78,668,"Fiction,Roman,European Literature,Literature,Love,Novels",no
1461,The Old English Baron,Clara Reeve,3.04,795,109,50,2004,2.97,686,"Gothic,Classics,Fiction,Horror,Literature,European Literature,Literature,Mystery,Horror,Romance",no
1462,Snark: A Polemic in Seven Fits,David Denby,3.57,"2,730",466,16,2009,2.75,428,"Nonfiction,Humanities,Cultural,Criticism,Sociology,Humor,Audiobook,Philosophy,Culture,Language",no
1463,The Measures Between Us,Ethan Hauser,2.92,250,50,3,2013,2.86,242,"Fiction,Unfinished",no
1464,Motherland,Amy Sohn,3.56,"13,499","1,269",18,2012,2.86,1114,"Fiction,Womens Fiction,Contemporary,New York,Adult Fiction,Adult,Parenting,Novels,Relationships,Family",no
1465,The Deceased,Tom Piccirilli,3.76,"18,025","2,216",178,2000,2.83,139,"Horror,Fiction",no
1466,Moon People (Moon People #1),Dale M. Courtney,2.69,197,70,3,2008,2.52,167,"Science Fiction,Fiction",no
1467,Wisenheimer: A Childhood Subject to Debate,Mark Oppenheimer,3.88,890,184,19,2010,2.93,127,"Autobiography,Nonfiction,Biography,Biography Memoir,Education,Biography",no
1468,القوس والفراشة,محمد الأشعري,3.02,648,135,11,2011,2.98,572,"Fiction,Novels,Northern Africa,Moroccan,Cultural,Literature",no
1469,Alison Wonderland,Helen  Smith,2.98,"4,323",981,20,2010,2.46,1579,"Fiction,Mystery,Fantasy,Womens Fiction,European Literature,Contemporary,Humor,Romance,Literary Fiction,Fantasy",no
1470,The Receptionist: An Education at The New Yorker,Janet Groth,2.6,"1,963",470,9,2012,2.55,1901,"Autobiography,Nonfiction,Biography,New York,Biography,History,Adult,Biography Memoir,Unfinished,Literature",no
1471,The Seasons,Kristijonas Donelaitis,2.64,821,35,6,1967,2.64,822,"Poetry,Classics,Fiction,Academic,Academic,Epic",no
1472,X-Tinction Agenda: Warzones!,Marc Guggenheim,3.85,"52,855","4,085",535,2016,2.72,167,"Sequential Art,Superheroes,Sequential Art,Comics,Marvel,Comics",no
1473,Get Up and Do It!: Essential Steps to Achieve Your Goals,Beechy Colclough,2.99,141,25,3,2004,2.99,139,"Nonfiction,Self Help,Audiobook,Self Help",no
1474,Solstice,Lorence Alison,2.93,368,112,3,2020,2.93,368,"Horror,Young Adult,Mystery,Thriller,Fiction,Contemporary,Adventure,Adventure,Humor,Young Adult",no
1475,The Third Translation,Matt Bondurant,3.58,"6,388",851,7,2005,2.58,474,"Fiction,Mystery,Thriller,Northern Africa,Historical,History,Thriller,Archaeology,Adult Fiction,Literary Fiction",no
1476,"Baldur's Gate II: Shadows of Amn (Forgotten Realms: Baldur's Gate, #2)",Philip Athans,3.88,"19,120",678,53,2000,2.7,517,"Dungeons and Dragons,Fantasy,Fiction,Role Playing Games,Adventure,Audiobook,Fantasy,Sports and Games,Games",no
1477,Lisa's Adem,Karel Glastra van Loon,3.28,"5,210",269,16,2003,2.81,469,"Fiction,Roman,Contemporary,European Literature",no
1478,Colors Demonic and Divine: Shades of Meaning in the Middle Ages and After,Herman Pleij,3.29,749,105,46,2004,3.04,141,"History,Nonfiction,Art,Historical,Historical",no
1479,The Second Shepherd's Play,Wakefield Master,2.84,913,69,3,2012,2.77,784,"Plays,Classics,Drama,Academic,Plays,Historical,Academic,Literature,Academic,Literature",no
1480,The Break Up,Charlotte Barnes,3.66,"1,260",424,21,2022,2.7,246,"LGBT,LGBT,LGBT,Contemporary,Adult,Romance,Audiobook,Realistic Fiction,LGBT",no
1481,The Butterflies of Grand Canyon,Margaret Erhart,2.93,321,75,7,2009,2.59,196,"Fiction,Mystery,Historical,Romance",no
1482,Penelope,Rebecca Harrington,2.77,"6,486","1,361",5,2012,2.67,2896,"Fiction,Contemporary,Young Adult,Academic,Womens Fiction,New Adult,Humor,Adult Fiction,Adult,Novels",no
1483,Beautiful Broken Girls,Kim  Savage,3.16,"4,499","1,088",3,2017,2.7,854,"Young Adult,Mystery,Contemporary,Thriller,Thriller,Fiction,Young Adult,Suspense,Magical Realism,Young Adult",no
1484,A Quiet Adjustment,Benjamin Markovits,3.15,"2,005",363,18,2008,2.8,144,"Fiction,Historical,Historical,Historical,European Literature,Literature,Contemporary,Literary Fiction",no
1485,يوسف والرداء,إبراهيم أصلان,3.51,"13,316","2,355",12,2005,2.49,633,"Short Stories,Literature",no
1486,"Lightlark (Lightlark, #1)",Alex Aster,3.54,"13,838","3,501",5,2022,3.49,12079,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Romance,Fantasy,Fantasy,Science Fiction,Audiobook",no
1487,The Ladies' Lending Library,Janice Kulyk Keefer,2.77,835,162,22,2007,2.59,669,"Fiction,Historical,Cultural,Womens Fiction,Adult Fiction,Unfinished,Writing,Womens Fiction,Adult,Own",no
1488,O: A Presidential Novel,Anonymous,4.13,"1,541,394","90,420","201,751",2011,2.45,251,"Fiction,Politics,Historical",no
1489,Pobre Ana,Blaine Ray,2.89,"2,611",837,46,1999,2.72,905,"Academic,European Literature,Academic,Cultural,Realistic Fiction,Fiction,European Literature,Humanities,Young Adult",no
1490,All-New Captain America: Fear Him,Dennis Hopeless,3.73,"41,367","4,854",372,2015,2.7,189,"Sequential Art,Superheroes,Sequential Art,Comics,Fiction,Graphic Novels Comics,Comics",no
1491,The Spy Who Jumped Off the Screen,Thomas Caplan,2.75,388,118,4,2012,2.74,376,"Fiction,Thriller,Spy Thriller,Mystery,Thriller,Adventure,Unfinished,Thriller",no
1492,Mrs Hartley And The Growth Centre,Philippa Gregory,3.93,"1,632,026","84,236",112,1992,2.69,1104,"Fiction,Historical,Contemporary,Romance,Adult,Unfinished,Womens Fiction,Historical,Humor",no
1493,A Real Friend,Jennifer Wolfthal,2.25,103,61,1,2020,2.25,103,"Childrens,Science Fiction,Plays,Childrens",no
1494,"Batman: The Blue, the Grey, and the Bat",Elliot S. Maggin,4.21,"65,669","2,052",175,1992,2.96,161,"Sequential Art,Dc Comics,Sequential Art,Superheroes,Comics,Historical,Comics,Westerns,Graphic Novels Comics,Military History",no
1495,Hiding in Plain Sight,Nuruddin Farah,3.41,"5,036",772,25,2014,2.87,632,"Fiction,Cultural,Eastern Africa,Literature,Contemporary,LGBT,Adult Fiction,Novels",no
1496,The Last to Die,Kelly  Garrett,3.2,"3,001",592,3,2019,2.96,1813,"Mystery,Young Adult,Thriller,Thriller,Fiction,Horror,Mystery,Mystery,Suspense,Young Adult",no
1497,Batman/Spawn: War Devil,Doug Moench,3.88,"82,226","4,887","1,324",1994,2.66,320,"Sequential Art,Sequential Art,Dc Comics,Comics,Comics,Superheroes,Graphic Novels Comics,Fiction",no
1498,Nad Niemnem,Eliza Orzeszkowa,3.04,"6,922",401,94,2007,2.98,2406,"European Literature,Classics,Academic,Fiction,Cultural,Historical,Literature,Literature,Romance,Drama",no
1499,Delusion,Laura L. Sullivan,3.77,"12,343","1,766",35,2013,2.93,174,"Historical,Fantasy,Young Adult,Romance,Historical,War,Fiction,Young Adult,War,Historical Fiction",no
1500,Bunker,Andrea Maria Schenkel,3.19,"3,746",502,13,2009,2.5,211,"Mystery,Thriller,Fiction,Roman,Mystery,European Literature,Novella",no
1501,Mystification,Edgar Allan Poe,4.15,"1,539,993","51,513","5,482",2008,2.59,223,"Short Stories,Classics,Literature,Horror,Fiction,Gothic,Literature,Humor",no
1502,Get a Life,Nadine Gordimer,3.57,"31,847","3,517",225,2006,2.95,613,"Fiction,Cultural,Southern Africa,Nobel Prize,Literary Fiction,Short Stories,Family,Literature",no
1503,Who Is Rich?,Matthew Klam,3.36,"3,021",506,9,2017,2.98,1589,"Fiction,Contemporary,Novels,Literary Fiction,Adult Fiction,Literature,Humor,Literature,Unfinished",no
1504,Landor's Cottage,Edgar Allan Poe,4.15,"1,539,993","51,513","5,482",1949,2.46,234,"Short Stories,Fiction,Classics,Horror,Literature",no
1505,Zorba the Hutt's Revenge (Star Wars: Jedi Prince #3),Paul  Davids,2.89,"4,289",253,14,1992,2.77,653,"Media Tie In,Science Fiction,Fiction,Fantasy,Young Adult,Childrens,Childrens,Childrens,Novels,Fantasy",no
1506,Game Runner,B.R. Collins,3.34,"1,103",202,8,2011,2.84,160,"Science Fiction,Young Adult,Science Fiction,Fiction",no
1507,Indigo,Charlaine Harris,3.94,"3,519,871","139,555",197,2017,2.86,1018,"Fantasy,Fantasy,Mystery,Fantasy,Fiction,Horror,Anthologies,Science Fiction Fantasy,Audiobook,Fantasy",no
1508,Second-Hand Princess,Lorraine J. Anderson,3.11,408,51,21,2011,2.63,252,"Fantasy,Fantasy,Short Stories,Historical,Paranormal,Romance,Fiction",no
1509,Syzyfowe prace,Stefan Żeromski,2.89,"22,319","1,081",68,2000,2.4,5520,"European Literature,Academic,Classics,Fiction,Historical,Cultural,Academic,Literature,Novels,Audiobook",no
1510,The Best Laid Plans,Lynn Edelman Schnurnberger,3.35,"3,582",381,9,2011,2.66,383,"Womens Fiction,Fiction,Audiobook",no
1511,The Divided States of Hysteria,Howard Chaykin,3.78,"55,051","4,385",693,2018,2.63,142,"Sequential Art,Sequential Art,Fiction,Mystery,Graphic Novels Comics,Comics,Politics",no
1512,The Catsitters,James Wolcott,3.18,592,57,11,2002,2.93,190,"Fiction,Animals,Humor,Novels",no
1513,A Bigamist's Daughter,Alice McDermott,3.6,"56,318","6,966",23,2005,2.96,647,"Fiction,Contemporary,Novels,Literary Fiction,Relationships",no
1514,"The Hot One: A Memoir of Friendship, Sex, and Murder",Carolyn Murnick,3.06,"1,795",338,2,2017,2.81,1359,"Crime,Autobiography,Nonfiction,Mystery,Mystery,Biography,Young Adult,Biography,New York,Thriller",no
1515,Lucky You,Erika Carter,2.62,"2,879",445,4,2017,2.62,2869,"Fiction,Contemporary,Literary Fiction,Novels,Adult Fiction,Young Adult,Adult,New Adult,Realistic Fiction,Drama",no
1516,The Affairs of Others,Amy Grace Loyd,2.79,"1,323",233,1,2013,2.79,1323,"Fiction,Contemporary,Adult,Literary Fiction,New York,Audiobook,Suspense,Novels,Adult Fiction,Adult Fiction",no
1517,شريعة حمورابي,محمود الأمين,2.83,207,58,2,2007,2.86,202,"History,Nonfiction",no
1518,Albion,Alan Moore,4.24,"1,681,042","52,899","1,033",2007,2.96,624,"Sequential Art,Sequential Art,Comics,Fantasy,Comics,Fiction,Graphic Novels Comics,Science Fiction,Science Fiction,Sequential Art",no
1519,"Gork, the Teenage Dragon",Gabe Hudson,2.96,"1,070",302,3,2017,2.81,868,"Fantasy,Fiction,Young Adult,Fantasy,Humor,Science Fiction,Science Fiction Fantasy,Adult,Young Adult,Fantasy",no
1520,Subtle Bodies,Norman Rush,3.67,"6,470",841,12,2013,2.78,806,"Fiction,Contemporary,Literary Fiction,Novels,Adult Fiction,American,Unfinished",no
1521,Palimpsest: A History of the Written Word,Matthew Battles,3.42,"2,287",398,9,2016,2.93,221,"Nonfiction,History,Language,Writing,Humanities,Humanities,Audiobook,Historical,Literature,Literature",no
1522,The Sopaths,Piers Anthony,3.84,"650,844","13,906",347,2011,2.7,339,"Horror,Fantasy",no
1523,Starting from Happy,Patricia Marx,3.1,"5,563","1,303",32,2011,2.52,625,"Fiction,Humor,Adult Fiction,Unfinished,Contemporary,Romance,Novels,Womens Fiction",no
1524,After the Saucers Landed,Douglas Lain,3.42,"1,128",212,19,2015,2.78,197,"Science Fiction,Fiction,Science Fiction Fantasy,Science Fiction,New York",no
1525,Batman: Digital Justice,Pepe Moreno,2.87,291,45,11,1990,2.73,224,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Comics,Art,Science Fiction,Graphic Novels Comics",no
1526,A Child's Book of True Crime,Chloe Hooper,3.91,"11,123","1,200",10,2003,2.95,706,"Fiction,Cultural,Mystery,Cultural,Mystery,Thriller,Literary Fiction,Suspense,Audiobook,Literature",no
1527,Crazy Emma,Brandie Buckwine,3.28,"1,186",171,10,2011,2.72,399,"Adult Fiction,Romance,Short Stories,Adult,Womens Fiction,Fiction,Romance,Contemporary,Modern,Adult Fiction",no
1528,Confessions of a Rebel Debutante: A Cordial Invitation,Anna  Fields,2.89,333,67,2,2010,2.64,237,"Autobiography,Nonfiction,Biography,Womens Fiction,American",no
1529,All the Sad Young Literary Men,Keith Gessen,4.15,"35,938","4,395",34,2008,2.91,1476,"Fiction,Contemporary,Novels,Literary Fiction,Literature,Literature,Literature,Modern,Adult,Cultural",no
1530,"Justice League of America, Vol. 7: Team History",James Robinson,3.79,"78,401","6,899",875,2010,2.8,225,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Graphic Novels Comics,Dc Comics,Sequential Art",no
1531,The Street,H.P. Lovecraft,4.0,"692,989","44,204","3,388",2009,2.4,915,"Horror,Short Stories,Horror,Fiction,Classics,Fantasy,Literature,Mystery,Audiobook,Gothic",no
1532,The Independence of Miss Mary Bennet,Colleen McCullough,4.18,"449,437","14,234",118,2008,2.92,3055,"Historical,Fiction,Romance,Historical,Historical,Womens Fiction,Romance,European Literature,Audiobook,Novels",no
1533,Prospect Park West,Amy Sohn,3.56,"13,499","1,269",18,2009,2.8,1791,"Fiction,Womens Fiction,New York,Contemporary,Humor,Adult Fiction,Audiobook,Marriage,Novels,Family",no
1534,"A Princess of Roumania (Princess of Roumania, #1)",Paul Park,3.54,"5,038",690,56,2006,2.88,663,"Fantasy,Fiction,Science Fiction,Young Adult,Science Fiction,Adventure,Science Fiction Fantasy,Speculative Fiction,Fantasy,Young Adult",no
1535,"Shadowmancer (Shadowmancer, #1)",G.P. Taylor,3.22,"8,755",988,34,2005,2.82,3137,"Fantasy,Young Adult,Fiction,Childrens,Fantasy,Christian Fiction,Christian,Fantasy,Mystery,Science Fiction Fantasy",no
1536,Inglorious,Joanna Kavenna,3.25,"2,300",491,14,2007,2.84,304,"Fiction,Novels,Contemporary,European Literature,Philosophy,Unfinished,Womens,Literary Fiction,Literature",no
1537,Mendel Gdański. Miłosierdzie gminy,Maria Konopnicka,3.22,"5,578",192,104,2004,2.86,544,"European Literature,Academic,Classics,Fiction,Novels,Short Stories",no
1538,The Magdalene Cipher,Jim Hougan,3.41,"1,688",132,10,2006,2.97,986,"Thriller,Fiction,Mystery,Thriller,Historical,Mystery,Suspense,Spy Thriller,Action,Pseudoscience",no
1539,The Actress,Amy Sohn,3.56,"13,499","1,269",18,2014,2.92,1175,"Fiction,Contemporary,Romance,Womens Fiction,Relationships,Audiobook,Media Tie In,Novels,Womens Fiction,Adult",no
1540,التحول,Δημήτρης Δημητριάδης,3.73,"1,158",156,63,2015,2.74,229,Novels,no
1541,All the Lives He Led,Frederik Pohl,3.9,"141,130","7,868",754,2011,2.91,266,"Science Fiction,Fiction,Thriller,Science Fiction,Science Fiction Fantasy",no
1542,Der Schmuck der Lady Catherine,Joan Aiken,3.96,"61,613","5,548",286,2001,2.86,400,"Fiction,Historical,Historical,Historical,Romance,Adult,Retellings,Literature,Literature,Historical Romance",no
1543,Girl Cook,Hannah Mccouch,2.76,357,63,2,2004,2.75,323,"Womens Fiction,Fiction,Romance,Food and Drink,Food and Drink,Adult Fiction",no
1544,This Is Why You're Single,Laura  Lane,3.29,726,162,2,2015,2.95,189,"Nonfiction,Humor,Self Help,Womens Fiction",no
1545,Iago,David Snodin,3.26,345,92,5,2012,2.98,207,"Historical,Fiction,Historical,Mystery,Cultural,Novels,Adult,Retellings",no
1546,The Foreigner,Francie Lin,2.83,301,70,2,2008,2.82,298,"Fiction,Mystery,Cultural,Cultural,Thriller,Literature,Novels,Thriller",no
1547,Belle in the Big Apple: A Novel with Recipes,Brooke Parkhurst,3.35,417,77,4,2008,2.23,165,"Fiction,Womens Fiction",no
1548,Pure,Rebbecca Ray,2.89,"1,977",191,6,2000,2.89,1923,"Fiction,Young Adult,Young Adult,Contemporary,Young Adult,Womens Fiction,Sociology,Adult,Adult Fiction,Modern",no
1549,Pop Tart,Kira Coplin,2.68,289,48,1,2009,2.68,289,"Womens Fiction,Fiction,Young Adult",no
1550,Bob Honey Who Just Do Stuff,Sean Penn,2.45,"1,796",433,11,2018,2.06,680,"Fiction,Politics,Humor,Contemporary,Literary Fiction,Novels",no
1551,Everyone She Loved,Sheila Curran,3.0,343,74,6,2009,2.87,226,Fiction,no
1552,Murder in Mount Holly,Paul Theroux,3.83,"150,582","12,516",183,2011,2.47,214,"Fiction,Mystery,Mystery,Humor,Literature",no
1553,The Queen's Sorrow,Suzannah Dunn,3.26,"7,743","1,064",16,2008,2.88,776,"Historical,Historical,Fiction,English History,European Literature,Tudor Period,Historical",no
1554,Tris & Izzie,Mette Ivie Harrison,3.37,"28,623","3,791",64,2011,2.61,1166,"Young Adult,Fantasy,Fantasy,Romance,Retellings,Fantasy,Fantasy,Fantasy,Young Adult,Contemporary",no
1555,Blueprint Blaupause,Charlotte Kerner,2.77,"1,396",76,18,2004,2.73,1245,"Academic,Science Fiction,European Literature,Young Adult,Science Fiction,Fiction,Academic,Music,Contemporary,Childrens",no
