,Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
1513,"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter  Swanson,3.79,362345,45488,small,new,4.03,large,"Thriller,Mystery,Fiction,Thriller,Mystery,Suspense,Audiobook,Adult,Thriller,Contemporary"
1514,Jonathan Strange & Mr Norrell (Paperback),Susanna Clarke,4.03,448266,49196,small,new,3.85,large,"Fantasy,Fiction,Historical,Historical,Fantasy,Science Fiction Fantasy,Science Fiction,Audiobook,Magical Realism,Adult"
1515,"The Deal (Off-Campus, #1)",Elle Kennedy,4.08,1913891,162394,average,new,4.26,large,"Romance,New Adult,Contemporary,Contemporary Romance,Sports,Academic,Romance,Sports,Fiction,Adult"
1516,The Bible Code,Michael Drosnin,3.02,2910,236,very small,new,2.86,medium,"Nonfiction,Religion,Christian,History,Spirituality,Philosophy,Religion,Pseudoscience,Fantasy,Occult"
1517,There Is No Dog,Meg Rosoff,3.5,74051,9711,small,new,2.94,medium,"Young Adult,Fantasy,Fiction,Humor,Religion,Young Adult,Romance,Contemporary,Magical Realism,Fantasy"
1518,The Righteous Mind: Why Good People Are Divided by Politics and Religion (Hardcover),Jonathan Haidt,4.19,118495,11616,small,new,4.21,large,"Nonfiction,Psychology,Politics,Philosophy,Religion,Science,Sociology,Audiobook,Social Science,Culture"
1519,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.23,8430713,485060,average,new,4.4,large,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Paranormal,Fiction,Paranormal,Young Adult,Fantasy"
1520,Big Magic: Creative Living Beyond Fear (Hardcover),Elizabeth Gilbert,3.69,2279140,116284,small,new,3.95,large,"Nonfiction,Self Help,Language,Audiobook,Self Help,Art,Psychology,Autobiography,Inspirational,Business"
1521,Shoe Dog: A Memoir by the Creator of Nike (Hardcover),Phil Knight,4.47,243297,15363,medium,new,4.47,large,"Business,Biography,Nonfiction,Autobiography,Sports,Audiobook,Biography,Business,Biography Memoir,Leadership"
1522,Starting from Happy,Patricia Marx,3.1,5563,1303,small,new,2.52,small,"Fiction,Humor,Adult Fiction,Unfinished,Contemporary,Romance,Novels,Womens Fiction"
1523,The Tenant of Wildfell Hall (Paperback),Anne Brontë,3.9,177019,11727,large,old,3.99,large,"Classics,Fiction,Romance,Literature,Historical,Historical,Gothic,European Literature,Literature,Classics"
1524,You've Reached Sam (Hardcover),Dustin Thao,3.74,63188,13048,very small,new,3.74,large,"Romance,Contemporary,Young Adult,Fantasy,Fiction,Magical Realism,Audiobook,Romance,Young Adult,Fantasy"
1525,Bossypants (Kindle Edition),Tina Fey,3.96,949773,41166,very small,new,3.96,large,"Nonfiction,Autobiography,Humor,Biography,Audiobook,Humor,Biography,Biography Memoir,Feminism,Adult"
1526,The Magdalene Cipher,Jim Hougan,3.41,1688,132,very small,new,2.97,small,"Thriller,Fiction,Mystery,Thriller,Historical,Mystery,Suspense,Spy Thriller,Action,Pseudoscience"
1527,The Scorpion's Sweet Venom: The Diary of a Brazilian Call Girl,Bruna Surfistinha,2.78,1006,64,very small,new,2.76,small,"Nonfiction,Biography,Cultural,Biography,Adult Fiction,Sex Work,Autobiography,Contemporary,European Literature,Feminism"
1528,"Marked (House of Night, #1)",P.C. Cast,3.94,2278946,66569,average,new,3.8,large,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Fiction,Fantasy,Fantasy,Romance,Fantasy"
1529,Women Who Work: Rewriting the Rules for Success,Ivanka Trump,3.15,1936,332,very small,new,2.88,small,"Nonfiction,Business,Self Help,Biography,Autobiography,Feminism,Biography,Gender,Leadership,Biography Memoir"
1530,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.23,8430713,485060,average,new,4.56,large,"Fantasy,Young Adult,Romance,Fantasy,Historical,Science Fiction,Fantasy,Fiction,Paranormal,Historical"
1531,"Notting Hell (Notting Hell Trilogy, #1)",Rachel Johnson,3.09,2401,325,small,new,2.92,small,"Womens Fiction,Fiction,Contemporary,Humor,Adult,European Literature,Romance"
1532,Nothing But Blackened Teeth,Cassandra Khaw,3.17,40875,9436,average,new,2.74,medium,"Horror,Fiction,Novella,Fantasy,Adult,Fantasy,Audiobook,Paranormal,Short Stories,Cultural"
1533,All-New Captain America: Fear Him,Dennis Hopeless,3.73,41367,4854,large,new,2.7,small,"Sequential Art,Superheroes,Sequential Art,Comics,Fiction,Graphic Novels Comics,Comics"
1534,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.23,8430689,485059,average,new,4.13,large,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Fiction,Paranormal,Fantasy,Paranormal,Young Adult"
1535,Gnostic Mystery,Randy Davila,3.2,424,257,very small,new,2.92,small,"Fiction,Mystery,Religion,Spirituality,Philosophy,Historical,Christian Fiction,Historical,Novels,Adult Fiction"
1536,"Doctor Sleep (The Shining, #2)",Stephen King,4.06,17485061,775865,large,new,4.12,large,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Suspense,Adult"
1537,The Seven Deaths of Evelyn Hardcastle (Hardcover),Stuart Turton,3.87,311380,45135,very small,new,3.87,large,"Mystery,Fiction,Thriller,Fantasy,Thriller,Mystery,Audiobook,Historical,Adult,Science Fiction"
1538,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,4.2,395802,25317,small,new,4.15,large,"Fantasy,Young Adult,Fantasy,Fantasy,Young Adult,Romance,Fiction,Adventure,Fantasy,Science Fiction Fantasy"
1539,Seduction of the Innocent: The Influence of Comic Books on Today's Youth,Fredric Wertham,3.18,304,64,small,new,2.54,small,"Nonfiction,Sequential Art,Psychology,Sociology,History,Criticism,Culture,Culture,Cultural,Sequential Art"
1540,If the Shoe Fits,Stephanie Rowe,4.11,58380,5901,medium,new,2.98,small,"Womens Fiction,Romance,Fiction,Audiobook,Contemporary,Romance,Literature"
1541,Charlotte Temple,Susanna Rowson,2.95,2972,298,small,new,2.94,medium,"Classics,Fiction,Academic,Academic,Literature,Academic,Literature,Literature,Historical,Academic"
1542,"Hopeless (Hopeless, #1)",Colleen Hoover,4.24,9638832,874566,medium,new,4.28,large,"Romance,New Adult,Young Adult,Contemporary,Fiction,Romance,Sociology,Young Adult,Drama,Womens Fiction"
1543,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,4.15,212487,22695,small,new,4.12,large,"Sequential Art,Sequential Art,Humor,Nonfiction,Graphic Novels Comics,Adult,Humor,Contemporary,Comics,Art"
1544,"Uglies (Uglies, #1)",Scott Westerfeld,3.84,1580588,86182,medium,new,3.85,large,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Romance,Young Adult,Adventure,Apocalyptic,Science Fiction Fantasy"
1545,The Invisible Man (Paperback),H.G. Wells,3.82,1238347,50189,large,old,3.64,large,"Classics,Science Fiction,Fiction,Horror,Fantasy,Audiobook,Literature,Novels,Literature,Science Fiction Fantasy"
1546,A Desirable Residence,Madeleine Wickham,3.35,132755,6145,small,new,2.96,medium,"Womens Fiction,Fiction,Romance,Contemporary,Audiobook,Adult,European Literature,Womens Fiction,Adult Fiction,Family"
1547,Tiger Babies Strike Back: How I Was Raised by a Tiger Mom but Could Not Be Turned to the Dark Side,Kim Wong Keltner,3.2,2054,281,very small,new,2.96,small,"Nonfiction,Autobiography,Parenting,Cultural,Unfinished,Humor,Biography,Literature,Cultural,Literature"
1548,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary (Paperback)",Simon Winchester,3.85,188425,14913,medium,new,3.84,large,"Nonfiction,History,Biography,Humanities,Writing,Historical,Crime,Audiobook,Humanities,Biography Memoir"
1549,A Slow Fire Burning (Hardcover),Paula Hawkins,3.89,3113071,158298,small,new,3.5,large,"Mystery,Thriller,Fiction,Audiobook,Thriller,Suspense,Mystery,Adult,Contemporary,Adult Fiction"
1550,The Rose Code (Paperback),Kate Quinn,4.32,824572,70577,small,new,4.46,large,"Historical,Fiction,Historical,Audiobook,War,Mystery,War,Adult,Adult Fiction,European Literature"
1551,Do Androids Dream of Electric Sheep? (Kindle Edition),Philip K. Dick,3.93,1245740,68909,large,old,4.09,large,"Science Fiction,Fiction,Classics,Science Fiction,Science Fiction,Science Fiction Fantasy,Fantasy,Novels,Speculative Fiction,Literature"
1552,The Psychology of Money (Paperback),Morgan Housel,4.38,88310,7406,very small,new,4.38,large,"Economics,Nonfiction,Psychology,Business,Self Help,Currency,Economics,Finance,Self Help,Audiobook"
1553,The New Drawing on the Right Side of the Brain (Paperback),Betty Edwards,3.88,348717,1055,small,old,3.87,large,"Art,Nonfiction,Art,Reference,Psychology,Design,Self Help,Education,How To,Art"
1554,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.21,3294553,292072,average,new,4.11,large,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Romance,Fantasy,Fantasy,Mythology,Young Adult"
1555,Even If We Break,Marieke Nijkamp,3.65,132036,18639,small,new,2.94,medium,"Young Adult,Mystery,Thriller,Horror,LGBT,Thriller,Contemporary,LGBT,Fiction,Suspense"
1556,This Time Tomorrow (Hardcover),Emma Straub,3.49,270035,26165,small,new,3.83,large,"Fiction,Science Fiction,Science Fiction,Audiobook,Contemporary,Fantasy,Adult,Adult Fiction,Magical Realism,Literary Fiction"
1557,Life is Short and Desire Endless,Patrick Lapeyre,2.82,394,47,very small,new,2.88,small,"Cultural,Fiction,Roman,Novels"
1558,The Girl with the Louding Voice (Hardcover),Abi Daré,4.45,123444,13643,very small,new,4.45,large,"Fiction,Contemporary,Cultural,Feminism,Audiobook,Literary Fiction,Adult,Western Africa,Adult Fiction,Young Adult"
1559,The Great Gatsby (Paperback),F. Scott Fitzgerald,3.91,5107397,118138,large,old,3.93,large,"Classics,Fiction,Academic,Historical,Literature,Romance,Novels,Academic,Young Adult,Literature"
1560,Snow Crash (Kindle Edition),Neal Stephenson,4.04,917348,58921,medium,new,4.03,large,"Science Fiction,Fiction,Science Fiction,Fantasy,Science Fiction Fantasy,Science Fiction,Novels,Speculative Fiction,Audiobook,Classics"
1561,"The Longest Line on the Map: The United States, the Pan-American Highway, and the Quest to Link the Americas",Eric Rutkow,3.93,1104,189,very small,new,2.97,small,"History,Nonfiction,Travel,Politics,Science,North American Hi...,Audiobook,History,Cartography"
1562,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.36,8085813,673367,medium,new,4.56,large,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Fiction,Young Adult,New Adult,Fantasy,Fantasy"
1563,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,4.36,8085275,673336,medium,new,4.42,large,"Fantasy,Romance,New Adult,Fairies,Fiction,Romance,Adult,Young Adult,Fantasy,Audiobook"
1564,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,4.31,3556497,296620,medium,new,4.14,large,"Fiction,Womens Fiction,Romance,Contemporary,Historical,Audiobook,Adult,Adult Fiction,Drama,Womens Fiction"
1565,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.68,13006232,387893,medium,new,3.72,large,"Fantasy,Young Adult,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy"
1566,"Lightlark (Lightlark, #1)",Alex Aster,3.54,13838,3501,very small,new,3.49,medium,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Romance,Fantasy,Fantasy,Science Fiction,Audiobook"
1567,The Joy Luck Club (Paperback),Amy Tan,3.94,1006296,30319,medium,new,3.95,large,"Fiction,Historical,Classics,Cultural,Contemporary,Adult Fiction,Adult,Historical,Cultural,Literature"
1568,How to Cook Everything: Simple Recipes for Great Food (Hardcover),Mark Bittman,3.98,142216,3988,medium,new,3.99,large,"Food and Drink,Food and Drink,Food and Drink,Nonfiction,Reference,Food and Drink,Health,Food and Drink,How To,Food and Drink"
1569,O krasnoludkach i sierotce Marysi,Maria Konopnicka,3.22,5578,192,average,new,2.89,small,"European Literature,Classics,Childrens,Fiction,Fantasy,Cultural,Academic,Novels"
1570,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,226465,10317,small,old,3.78,large,"Philosophy,Fiction,Classics,Spirituality,Travel,Psychology,Self Help,Literature,Unfinished,Religion"
1571,The Kid,Sapphire,3.84,63748,7883,small,new,2.69,medium,"Fiction,Contemporary,Novels,Adult,Adult Fiction,Cultural,Audiobook,Young Adult,Literature,Dark"
1572,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,4.17,3659560,407634,medium,new,3.84,large,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Audiobook,Fantasy"
1573,All the Lives He Led,Frederik Pohl,3.9,141130,7868,large,new,2.91,small,"Science Fiction,Fiction,Thriller,Science Fiction,Science Fiction Fantasy"
1574,Once Upon a River (Hardcover),Diane Setterfield,3.93,399522,40667,very small,new,3.95,large,"Historical,Fiction,Fantasy,Magical Realism,Mystery,Historical,Audiobook,Adult,Literary Fiction,Adult Fiction"
1575,Heart Bones (Kindle Edition),Colleen Hoover,4.24,9639290,874594,medium,new,4.33,large,"Romance,Contemporary,New Adult,Fiction,Romance,Young Adult,Adult,Audiobook,Womens Fiction,Drama"
1576,The Better to Hold You (Abra Barrow #1),Alisa Sheckley,3.04,631,81,very small,new,2.92,small,"Fantasy,Fantasy,Romance,Romance,Fantasy,Shapeshifters,Fiction,Paranormal,Adult,Fantasy"
1577,Behind the Bell,Dustin Diamond,2.34,724,155,very small,new,2.34,small,"Nonfiction,Biography,Autobiography,Biography,Adult,Culture,Biography Memoir,Media Tie In,History"
1578,Catch-22 (Paperback),Joseph Heller,3.97,817675,23025,small,old,3.99,large,"Classics,Fiction,Historical,War,Humor,Literature,Novels,Literature,Unfinished,Historical"
1579,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,4.29,989780,60186,medium,new,4.29,large,"Science Fiction,Fiction,Space,Space,Audiobook,Science Fiction Fantasy,Fantasy,Mystery,Horror,Adult"
1580,Charlotte's Web (Paperback),E.B. White,4.17,1997007,34613,average,old,4.19,large,"Classics,Fiction,Childrens,Fantasy,Young Adult,Childrens,Animals,Academic,Childrens,Childrens"
1581,"Psycho House (Psycho, #3)",Robert Bloch,4.09,175511,9282,large,new,2.75,small,"Horror,Mystery,Fiction,Thriller,Audiobook,Suspense,Novels,Mystery,The United States Of America,Holiday"
1582,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,4.06,544129,75985,small,new,3.95,large,"Fantasy,Young Adult,Romance,Fantasy,Paranormal,Young Adult,Mystery,Historical,Fiction,Fantasy"
1583,The Alchemist (Paperback),Paulo Coelho,3.8,3889259,172390,average,new,3.9,large,"Fiction,Classics,Fantasy,Philosophy,Novels,Spirituality,Self Help,Literature,Adventure,Inspirational"
1584,Where the Wild Things Are (Paperback),Maurice Sendak,4.22,1206781,23221,average,old,4.23,large,"Childrens,Childrens,Fiction,Classics,Fantasy,Adventure,Young Adult,Animals,Kids,Folklore"
1585,Firekeeper's Daughter (Hardcover),Angeline Boulley,4.36,99237,14466,very small,new,4.36,large,"Young Adult,Mystery,Fiction,Thriller,Contemporary,Audiobook,Thriller,Fantasy,Romance,Realistic Fiction"
1586,Lord of the Flies (Paperback),William Golding,3.69,2685635,50212,medium,old,3.69,large,"Classics,Fiction,Young Adult,Academic,Literature,Science Fiction,Academic,Novels,Young Adult,Adventure"
1587,Gaudí in Manhattan,Carlos Ruiz Zafón,4.17,1036190,87024,small,new,2.99,small,"Fiction,Roman,Short Stories,Mystery,Novels,Magical Realism"
1588,Girl Land,Caitlin Flanagan,3.16,1281,307,very small,new,2.93,small,"Nonfiction,Feminism,Psychology,Womens,Parenting,Autobiography,Writing,Politics,Sociology,Adult"
1589,Quattrocento,Susana Fortes,3.23,2277,292,small,new,2.78,small,"Historical,Historical,Fiction,Thriller,Cultural,Mystery,Art,Romance,Mystery,Romance"
1590,Tender is the Flesh (Paperback),Agustina Bazterrica,3.88,87615,18913,very small,new,3.88,large,"Horror,Fiction,Science Fiction,Science Fiction,Adult,Thriller,Audiobook,Contemporary,Dark,Speculative Fiction"
1591,Wild Animus,Rich Shapero,2.39,3234,1117,very small,new,1.91,small,"Fiction,Fantasy,Novels,Adult Fiction,Nature,Audiobook"
1592,The Creator's Map,Emilio Calderón,3.19,1005,142,small,new,2.93,small,"Historical,Fiction,Adventure,Thriller,Cultural,Historical,War,War,Cultural,Mystery"
1593,The Woman in the Window (Kindle Edition),A.J. Finn,3.96,680773,55356,very small,new,3.96,large,"Thriller,Mystery,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Thriller,Adult Fiction"
1594,Wrong Place Wrong Time (Hardcover),Gillian McAllister,4.04,98375,11139,small,new,4.11,large,"Thriller,Mystery,Fiction,Thriller,Audiobook,Science Fiction,Suspense,Science Fiction,Mystery,Adult"
1595,So You Want to Talk About Race (Hardcover),Ijeoma Oluo,4.49,112561,13129,small,new,4.51,large,"Nonfiction,Race,Audiobook,Social Movements,Race,Politics,Sociology,Writing,Feminism,Adult"
1596,The Dewey Decimal System of Love,Josephine Carr,2.8,670,150,very small,new,2.74,small,"Romance,Fiction,Womens Fiction,Adult Fiction,Adult,Mystery,Contemporary,Romance,Humor,Writing"
1597,Let the Right One In (Hardcover),John Ajvide Lindqvist,3.9,146928,11656,medium,new,4.04,large,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Thriller,Fantasy,Mystery,Cultural,European Literature"
1598,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.12,673448,47749,medium,new,4.29,large,"Fantasy,Young Adult,Fiction,Romance,Childrens,Fantasy,Childrens,Classics,Adventure,Audiobook"
1599,The Republic (Paperback),Plato,4.03,500348,18002,large,old,3.96,large,"Philosophy,Classics,Nonfiction,Politics,History,Academic,Literature,Politics,Literature,Academic"
1600,Why I'm No Longer Talking to White People About Race (Hardcover),Reni Eddo-Lodge,4.39,101991,8864,small,new,4.39,large,"Nonfiction,Race,Feminism,Politics,Race,Social Movements,History,Audiobook,Writing,Sociology"
1601,Hood Feminism: Notes from the Women That a Movement Forgot (Hardcover),Mikki Kendall,4.37,43949,6078,small,new,4.4,large,"Nonfiction,Feminism,Race,Social Movements,Audiobook,Writing,Politics,Race,Womens,Adult"
1602,"The Heir (The Selection, #4)",Kiera Cass,3.99,3603898,223858,small,new,3.67,large,"Young Adult,Romance,Science Fiction,Fantasy,Fiction,Audiobook,Science Fiction,Young Adult,Womens Fiction,Young Adult"
1603,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.75,4424543,167741,small,new,3.66,large,"Romance,Fiction,Adult Fiction,Adult,Erotica,Contemporary,Romance,Womens Fiction,Romance,Adult Fiction"
1604,Tomorrow,Graham Swift,3.64,48939,4949,small,new,2.64,medium,"Fiction,Literary Fiction,Contemporary,European Literature,Audiobook,Novels,Family,Literature,Literature,Relationships"
1605,Hunger: A Memoir of (My) Body,Roxane Gay,4.06,303086,35484,average,new,4.18,large,"Nonfiction,Autobiography,Feminism,Audiobook,Biography,Biography Memoir,Writing,Health,Biography,Adult"
1606,A Midsummer Night's Scream,R.L. Stine,3.7,959456,56710,large,new,2.83,medium,"Horror,Young Adult,Mystery,Thriller,Fantasy,Retellings,Young Adult,Fiction,Romance,Audiobook"
1607,أنثى العنكبوت,قماشة العليان,2.7,4244,442,very small,new,2.58,medium,"Novels,Fiction"
