Title,Author,Rating,Raters,Genres,Author Average Rating,Author Votes,Review Count,Distinct Works,Year
The Heart's Invisible Furies (Hardcover),John Boyne,4.5,125630,"Historical,Fiction,LGBT,Cultural,Historical,Literary Fiction,Audiobook,Contemporary,LGBT,European Literature",4.16,"1,045,043","70,117",44,2017.0
Sh*t My Dad Says (Hardcover),Justin Halpern,3.98,153505,"Humor,Nonfiction,Autobiography,Humor,Biography,Audiobook,Adult,Family,Biography Memoir,Biography",3.95,"174,672","10,750",6,2010.0
The Psychology of Money (Paperback),Morgan Housel,4.38,87877,"Economics,Nonfiction,Psychology,Business,Self Help,Currency,Economics,Finance,Self Help,Audiobook",4.38,"88,310","7,406",4,2020.0
The Story of My Life (Paperback),Helen Keller,4.07,143644,"Nonfiction,Biography,Classics,Autobiography,History,Biography,Biography Memoir,Historical,Disability,Audiobook",4.07,"150,866","4,221",111,1902.0
"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,3.58,4311,"Fantasy,Fiction,Fantasy,Fantasy,Science Fiction Fantasy,Adult,Fantasy,Epic,Adventure,Novels",4.46,"1,572,482","93,424",55,0.0
The Things We Cannot Say (Hardcover),Kelly Rimmer,4.51,109921,"Historical,Fiction,War,Audiobook,Historical,War,Romance,Adult,World War II,Book Club",4.34,"217,502","20,333",17,2019.0
Hidden Figures (Paperback),Margot Lee Shetterly,3.97,97590,"Nonfiction,History,Science,Biography,Audiobook,Feminism,Historical,Space,Adult,Biography Memoir",3.96,"117,132","12,589",5,2016.0
The Historian (Kindle Edition),Elizabeth Kostova,3.79,257005,"Fiction,Historical,Fantasy,Horror,Mystery,Paranormal,Historical,Gothic,Fantasy,Thriller",3.77,"308,232","24,809",13,2005.0
Tao Te Ching (Paperback),Lao Tzu,4.29,142323,"Philosophy,Nonfiction,Classics,Religion,Spirituality,Poetry,Cultural,Religion,Self Help,Philosophy",4.29,"148,159","6,754",337,350.0
Dead Poets Society (Paperback),N.H. Kleinbaum,4.2,78967,"Classics,Fiction,Young Adult,Contemporary,Novels,Poetry,Drama,Academic,Literature,Media Tie In",4.2,"79,223","5,246",12,1988.0
A New Earth: Awakening to Your Life's Purpose (Paperback),Eckhart Tolle,4.13,185725,"Spirituality,Nonfiction,Self Help,Philosophy,Psychology,Self Help,Inspirational,Religion,Audiobook,Spirituality",4.16,"563,851","25,042",207,2005.0
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.05,310844,"Horror,Fiction,Thriller,Mystery,Mystery,Thriller,Suspense,Novels,Classics,Adult",4.08,"1,002,450","22,444",28,1981.0
A Light in the Attic (Hardcover),Shel Silverstein,4.35,420819,"Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Childrens,Literature,Childrens,Childrens",4.34,"3,015,046","42,829",118,1981.0
"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,4.05,91467,"Fantasy,Young Adult,Science Fiction,Fantasy,Fantasy,Fiction,Young Adult,Audiobook,Horror,Science Fiction",3.97,"394,763","67,494",30,2016.0
"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,4.05,126173,"Historical,Young Adult,LGBT,Romance,Historical,Fiction,LGBT,Audiobook,Fantasy,Adventure",4.04,"215,548","36,148",18,2017.0
Fairy Tale (Hardcover),Stephen King,4.22,69669,"Fantasy,Fiction,Horror,Audiobook,Thriller,Adult,Science Fiction,Adventure,Science Fiction Fantasy,Young Adult",4.06,"17,485,116","775,867","1,886",2022.0
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.37,301476,"Sequential Art,Sequential Art,History,Nonfiction,Autobiography,World War II,Biography,Historical,War,Graphic Novels Comics",4.37,"719,117","29,905",115,1986.0
"Furyborn (Empirium, #1)",Claire Legrand,3.82,40286,"Fantasy,Young Adult,Young Adult,Romance,Fiction,Fantasy,Fantasy,New Adult,Audiobook,Paranormal",3.85,"103,339","18,161",24,2018.0
"War Storm (Red Queen, #4)",Victoria Aveyard,3.85,133178,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Science Fiction,Fantasy,Fantasy",3.94,"1,634,737","124,980",24,2018.0
The Lucky One (Hardcover),Nicholas Sparks,4.12,349196,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Romance,Adult Fiction,Love,Drama,Romance",4.1,"6,336,902","194,782",193,2007.0
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration (Hardcover)",Ed Catmull,4.21,84515,"Business,Nonfiction,Leadership,Business,Biography,Self Help,Design,Audiobook,Self Help,Business",4.21,"85,126","5,108",6,2014.0
How to Cook Everything: Simple Recipes for Great Food (Hardcover),Mark Bittman,3.99,95925,"Food and Drink,Food and Drink,Food and Drink,Nonfiction,Reference,Food and Drink,Health,Food and Drink,How To,Food and Drink",3.98,"142,216","3,988",58,1998.0
Tender Is the Night (Paperback),F. Scott Fitzgerald,3.8,127275,"Classics,Fiction,Literature,Romance,Literature,Novels,Literature,Literary Fiction,Cultural,Classics",3.91,"5,107,601","118,141","1,273",1934.0
The Huntress (Kindle Edition),Kate Quinn,4.29,130928,"Historical,Fiction,Historical,War,Audiobook,War,Mystery,Adult,Thriller,Adult Fiction",4.32,"824,584","70,577",26,2019.0
Joy of Cooking (Hardcover),Irma S. Rombauer,4.12,175969,"Food and Drink,Food and Drink,Food and Drink,Nonfiction,Reference,Classics,Food and Drink,Food and Drink,Food and Drink,How To",4.12,"178,084","1,356",30,1931.0
Gallant (Hardcover),V.E. Schwab,3.79,62027,"Fantasy,Young Adult,Horror,Fiction,Fantasy,Gothic,Mystery,Audiobook,Young Adult,Fantasy",4.17,"1,701,519","237,366",61,2022.0
Lincoln in the Bardo (Hardcover),George Saunders,3.75,143241,"Fiction,Historical,Audiobook,Fantasy,Historical,Literary Fiction,Novels,Magical Realism,Literature,Adult",3.92,"337,887","46,158",108,2017.0
The Green Mile (Paperback),Stephen King,4.46,289988,"Horror,Fiction,Fantasy,Thriller,Mystery,Classics,Mystery,Fantasy,Fantasy,Historical",4.06,"17,485,116","775,867","1,886",1996.0
My Lovely Wife (Hardcover),Samantha  Downing,3.86,115606,"Thriller,Mystery,Thriller,Fiction,Audiobook,Suspense,Adult,Mystery,Contemporary,Thriller",3.81,"163,125","22,980",5,2019.0
Ace of Spades (Paperback),Faridah Àbíké-Íyímídé,4.24,57833,"Young Adult,Mystery,Thriller,LGBT,Contemporary,Fiction,Thriller,LGBT,LGBT,Audiobook",4.24,"59,076","12,069",4,2021.0
"Gone (Gone, #1)",Michael  Grant,3.86,194466,"Young Adult,Science Fiction,Fantasy,Science Fiction,Fiction,Fantasy,Romance,Adventure,Fantasy,Young Adult",4.01,"551,866","34,080",58,2008.0
"The Passage (The Passage, #1)",Justin Cronin,4.04,202011,"Horror,Fiction,Science Fiction,Fantasy,Apocalyptic,Paranormal,Science Fiction,Thriller,Science Fiction,Fantasy",4.06,"359,111","35,076",19,2010.0
"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.9,532001,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Adventure,Apocalyptic,Young Adult,Audiobook,Mystery",3.95,"2,764,964","144,706",50,2010.0
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants (Hardcover)",Malcolm Gladwell,3.96,171094,"Nonfiction,Psychology,Business,Audiobook,Self Help,Sociology,Science,Leadership,History,Self Help",4.03,"2,627,214","106,464",90,2013.0
Funny You Should Ask (Paperback),Elissa Sussman,3.73,58023,"Romance,Fiction,Contemporary,Romance,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction,Novels",3.72,"61,211","10,022",5,2022.0
"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter  Swanson,4.03,132120,"Thriller,Mystery,Fiction,Thriller,Mystery,Suspense,Audiobook,Adult,Thriller,Contemporary",3.79,"362,345","45,488",13,2015.0
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,844240,"Romance,Adult Fiction,Fiction,Erotica,Adult,Contemporary,Romance,Womens Fiction,Romance,Adult Fiction",3.75,"4,424,653","167,742",39,2011.0
A Room with a View (Paperback),E.M. Forster,3.9,171256,"Classics,Fiction,Romance,Historical,Cultural,Literature,European Literature,Literature,Novels,Audiobook",3.88,"434,834","24,629",418,1908.0
Grit: The Power of Passion and Perseverance (Hardcover),Angela Duckworth,4.08,104621,"Nonfiction,Psychology,Self Help,Business,Self Help,Audiobook,Leadership,Education,Parenting,Productivity",4.08,"105,280","7,695",12,2016.0
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,4.27,40861,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Fantasy,Fantasy,Fantasy,Fantasy",4.05,"134,340","24,321",18,2021.0
Women Who Run With the Wolves (Paperback),Clarissa Pinkola Estés,4.13,63992,"Nonfiction,Feminism,Psychology,Spirituality,Fantasy,Self Help,Womens,Philosophy,Gender,Audiobook",4.15,"74,261","5,737",56,1992.0
"The Gilded Ones (The Gilded Ones, #1)",Namina Forna,4.02,35955,"Fantasy,Young Adult,Fiction,Young Adult,Feminism,Fantasy,Audiobook,Fantasy,Science Fiction,Science Fiction Fantasy",4.01,"40,690","7,478",5,2020.0
Annihilation (Paperback),Jeff VanderMeer,3.74,196424,"Science Fiction,Fiction,Horror,Fantasy,Mystery,Science Fiction,Audiobook,Science Fiction Fantasy,Adult,Thriller",3.72,"450,171","50,607",214,2014.0
The Black Swan: The Impact of the Highly Improbable (Hardcover),Nassim Nicholas Taleb,3.95,103719,"Nonfiction,Economics,Business,Philosophy,Science,Psychology,Economics,Sociology,History,Science",4.0,"245,776","16,476",43,2007.0
I'm Thinking of Ending Things (Kindle Edition),Iain Reid,3.59,116946,"Horror,Fiction,Thriller,Mystery,Thriller,Audiobook,Adult,Contemporary,Suspense,Thriller",3.62,"136,271","25,225",7,2016.0
Digital Minimalism: Choosing a Focused Life in a Noisy World (Kindle Edition),Cal Newport,4.07,64651,"Nonfiction,Self Help,Productivity,Psychology,Self Help,Science,Audiobook,Business,Philosophy,Science",4.13,"247,373","22,563",92,2019.0
Remarkably Bright Creatures (Hardcover),Shelby Van Pelt,4.47,72853,"Fiction,Audiobook,Contemporary,Mystery,Animals,Magical Realism,Literary Fiction,Adult Fiction,Adult,Family",4.47,"72,854","11,358",1,2022.0
"Inkheart (Inkworld, #1)",Cornelia Funke,3.91,404758,"Fantasy,Young Adult,Fiction,Childrens,Childrens,Adventure,Fantasy,Writing,Young Adult,Audiobook",3.94,"900,985","39,278",235,2003.0
North and South (Paperback),Elizabeth Gaskell,4.14,159774,"Classics,Fiction,Romance,Historical,Historical,Literature,Historical,Literature,Romance,Audiobook",4.01,"315,623","20,932",578,1854.0
Wilder Girls (Hardcover),Rory Power,3.48,72897,"Horror,Young Adult,LGBT,Mystery,Fiction,Science Fiction,LGBT,Science Fiction,Fantasy,LGBT",3.49,"83,995","16,697",9,2019.0
The Left Hand of Darkness (Paperback),Ursula K. Le Guin,4.09,155037,"Science Fiction,Fiction,Fantasy,Classics,Science Fiction Fantasy,Feminism,Speculative Fiction,Novels,LGBT,LGBT",4.07,"1,258,005","85,585",753,1969.0
When No One Is Watching (Paperback),Alyssa Cole,3.53,72406,"Thriller,Mystery,Fiction,Thriller,Audiobook,Horror,Contemporary,Adult,Suspense,Adult Fiction",3.7,"144,865","25,372",37,2020.0
"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,4.14,296646,"Fantasy,Fiction,Short Stories,Audiobook,Fantasy,Adult,Fantasy,Adventure,Fantasy,European Literature",4.16,"1,079,710","59,747",156,1993.0
White Oleander (Paperback),Janet Fitch,3.98,341997,"Fiction,Contemporary,Young Adult,Drama,Adult Fiction,Womens Fiction,Adult,Literary Fiction,Novels,Young Adult",3.96,"358,499","10,211",18,1999.0
Sadie (Hardcover),Courtney Summers,4.08,101756,"Young Adult,Mystery,Contemporary,Audiobook,Thriller,Fiction,Thriller,Mystery,Realistic Fiction,Suspense",3.94,"193,498","36,372",16,2018.0
The Hiding Place: The Triumphant True Story of Corrie Ten Boom (Paperback),Corrie ten Boom,4.44,298203,"Nonfiction,Biography,History,Christian,Classics,Autobiography,World War II,War,Historical,Biography Memoir",4.45,"332,535","13,767",83,1971.0
"The Wedding Date (The Wedding Date, #1)",Jasmine Guillory,3.6,128180,"Romance,Fiction,Contemporary,Womens Fiction,Romance,Adult,Audiobook,Adult Fiction,New Adult,Realistic Fiction",3.62,"423,340","43,805",17,2018.0
Dear Edward (Hardcover),Ann Napolitano,4.09,140136,"Fiction,Contemporary,Audiobook,Literary Fiction,Young Adult,Adult,Adult Fiction,Young Adult,Family,Realistic Fiction",4.08,"142,877","15,576",7,2020.0
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.32,268235,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Short Stories,Novella,New Adult,Fairies",4.36,"8,085,953","673,372",87,2014.0
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.84,801333,"Romance,Adult Fiction,Fiction,Erotica,Adult,Contemporary,Romance,Womens Fiction,Romance,Adult Fiction",3.75,"4,424,672","167,742",39,2012.0
The Martian Chronicles (Mass Market Paperback),Ray Bradbury,4.15,243489,"Science Fiction,Fiction,Classics,Short Stories,Fantasy,Science Fiction Fantasy,Audiobook,Literature,Space,Literature",3.99,"2,966,177","120,429",724,1950.0
Empire of Pain: The Secret History of the Sackler Dynasty (Hardcover),Patrick Radden Keefe,4.55,65550,"Nonfiction,History,Audiobook,Biography,Crime,Business,Science,Politics,Health,Mystery",4.45,"159,839","18,613",12,2021.0
The Personal Librarian (Hardcover),Marie Benedict,4.07,101628,"Historical,Fiction,Historical,Audiobook,Writing,Adult,Adult Fiction,Book Club,Race,New York",3.91,"338,171","36,287",14,2021.0
The Personal Librarian (Hardcover),Marie Benedict,4.07,101628,"Historical,Fiction,Historical,Audiobook,Writing,Adult,Adult Fiction,Book Club,Race,New York",3.91,"338,171","36,287",14,2021.0
Violeta (Hardcover),Isabel Allende,4.03,43175,"Historical,Fiction,Historical,Magical Realism,Literary Fiction,Adult,Contemporary,Audiobook,Feminism,Adult Fiction",4.0,"1,050,289","75,791",146,2022.0
The Things They Carried (Paperback),Tim O'Brien,4.14,288009,"Fiction,Historical,Classics,War,Short Stories,Academic,Historical,War,Literature,Academic",4.08,"348,830","21,442",81,1990.0
The Interpretation of Dreams (Hardcover),Sigmund Freud,3.84,68982,"Psychology,Nonfiction,Philosophy,Classics,Science,Psychology,Philosophy,Unfinished,European Literature,Self Help",3.81,"230,785","9,537","1,623",1899.0
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.82,675135,"Young Adult,Fiction,Womens Fiction,Contemporary,Romance,Young Adult,Realistic Fiction,Childrens,Young Adult,Young Adult",3.8,"1,052,345","31,289",42,2001.0
All the Missing Girls (Kindle Edition),Megan Miranda,3.76,170248,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Adult,Mystery,Contemporary,Adult Fiction",3.68,"470,379","41,727",18,2016.0
All the Missing Girls (Kindle Edition),Megan Miranda,3.76,170248,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Adult,Mystery,Contemporary,Adult Fiction",3.68,"470,379","41,727",18,2016.0
"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,4.27,260616,"Fantasy,Young Adult,Romance,New Adult,Young Adult,Fiction,Fantasy,Fairies,Fantasy,Fantasy",4.36,"8,085,953","673,372",87,2017.0
The Complete Sherlock Holmes (Paperback),Arthur Conan Doyle,4.5,191523,"Classics,Mystery,Fiction,Mystery,Short Stories,Mystery,Audiobook,Literature,Thriller,Historical",4.18,"2,310,190","85,792","6,786",1894.0
Hood Feminism: Notes from the Women That a Movement Forgot (Hardcover),Mikki Kendall,4.4,40225,"Nonfiction,Feminism,Race,Social Movements,Audiobook,Writing,Politics,Race,Womens,Adult",4.37,"43,949","6,078",13,2020.0
Safe Haven (Kindle Edition),Nicholas Sparks,4.21,365431,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Romance,Adult Fiction,Drama,Love,Audiobook",4.1,"6,336,902","194,782",193,2010.0
A Little Princess (Paperback),Frances Hodgson Burnett,4.21,293487,"Classics,Fiction,Childrens,Young Adult,Historical,Childrens,Historical,Literature,Audiobook,Childrens",4.16,"1,422,593","38,143",647,1905.0
The Communist Manifesto (Paperback),Karl Marx,3.63,143892,"Philosophy,Nonfiction,Politics,Classics,History,Economics,Sociology,Philosophy,Politics,European Literature",3.78,"232,128","12,935","1,398",1848.0
History Is All You Left Me (ebook),Adam Silvera,3.97,62710,"Young Adult,Contemporary,LGBT,Romance,Fiction,LGBT,Health,LGBT,Young Adult,Mental Health",3.85,"859,181","112,877",23,2017.0
The Witch's Heart (Hardcover),Genevieve Gornichec,4.07,34484,"Fantasy,Fantasy,Fiction,Retellings,Romance,Paranormal,Adult,Historical,LGBT,Audiobook",4.06,"34,882","5,640",7,2021.0
The Richest Man in Babylon (Paperback),George S. Clason,4.26,166406,"Economics,Business,Nonfiction,Self Help,Currency,Finance,Self Help,Economics,Classics,Philosophy",4.26,"167,652","9,270",60,1926.0
The Great Believers (Paperback),Rebecca Makkai,4.26,106318,"Fiction,Historical,LGBT,LGBT,Literary Fiction,Contemporary,Historical,Audiobook,Novels,Adult",4.11,"137,618","15,405",24,2018.0
"The Final Gambit (The Inheritance Games, #3)",Jennifer Lynn Barnes,4.19,81293,"Mystery,Young Adult,Romance,Fiction,Contemporary,Thriller,Fantasy,Thriller,Audiobook,Adventure",4.2,"817,470","96,360",35,2022.0
The Sun Down Motel (Hardcover),Simone St. James,4.03,116825,"Mystery,Horror,Thriller,Fiction,Thriller,Fantasy,Audiobook,Suspense,Adult,Paranormal",3.97,"321,496","41,277",9,2020.0
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06,166144,"Historical,Mystery,Fiction,Thriller,Mystery,Historical,Thriller,Horror,Mystery,Suspense",4.0,"246,817","13,204",25,1994.0
The Brief Wondrous Life of Oscar Wao (Hardcover),Junot Díaz,3.89,251843,"Fiction,Contemporary,Magical Realism,Novels,Literary Fiction,Historical,Literature,Audiobook,Book Club,Adult",3.88,"394,370","33,043",52,2007.0
A Prayer for Owen Meany (Paperback),John Irving,4.24,307306,"Fiction,Classics,Contemporary,Literature,Literary Fiction,Novels,Historical,Young Adult,Adult Fiction,Literature",4.01,"1,019,490","45,647",86,1989.0
"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,3.89,103764,"Fantasy,Young Adult,Historical,Romance,Historical,Fiction,Young Adult,Fantasy,Adventure,Mystery",3.98,"176,295","16,812",8,2012.0
Leaves of Grass (Paperback),Walt Whitman,4.11,96407,"Poetry,Classics,Fiction,Literature,Literature,Literature,Philosophy,Classics,Academic,The United States Of America",4.12,"152,018","6,155",888,1855.0
"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.11,96431,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Romance,Fantasy,Fantasy,Mythology,Young Adult",4.21,"3,294,553","292,072",120,2011.0
Good to Great: Why Some Companies Make the Leap... and Others Don't (Hardcover),James C. Collins,4.13,171796,"Business,Leadership,Nonfiction,Self Help,Buisness,Business,Business,Self Help,Audiobook,Economics",4.1,"285,802","8,170",71,2001.0
"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,3.96,104894,"Fantasy,Young Adult,Romance,Science Fiction,Young Adult,Fiction,Fantasy,Historical,Historical,War",4.03,"250,064","34,556",22,2014.0
"Marked (House of Night, #1)",P.C. Cast,3.8,470826,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Fiction,Fantasy,Fantasy,Romance,Fantasy",3.94,"2,278,946","66,569",120,2007.0
The Book of Longings (Hardcover),Sue Monk Kidd,4.23,105019,"Historical,Fiction,Historical,Audiobook,Religion,Adult,Feminism,Adult Fiction,Literary Fiction,Novels",4.07,"1,745,267","82,645",38,2020.0
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works (Hardcover)",Dan   Harris,3.92,98797,"Nonfiction,Self Help,Psychology,Autobiography,Audiobook,Self Help,Health,Philosophy,Biography,Spirituality",3.91,"108,085","8,153",9,2014.0
